Time (ms),Voltage (mV)
0.0,1.6781931281089781
0.10245901639344263,1.678156542778015
0.20491803278688525,1.678196668624878
0.3073770491803279,1.6782147645950316
0.4098360655737705,1.6781962752342223
0.5122950819672132,1.6781781792640684
0.6147540983606558,1.67777259349823
0.7172131147540983,1.6780680298805235
0.819672131147541,1.6785817980766295
0.9221311475409837,1.6782245993614195
1.0245901639344264,1.6782245993614195
1.1270491803278688,1.6781970620155333
1.2295081967213115,1.6781620502471923
1.3319672131147542,1.6781738519668579
1.4344262295081966,1.678167951107025
1.5368852459016393,1.6781573295593262
1.639344262295082,1.6777737736701965
1.7418032786885247,1.6780397057533263
1.8442622950819674,1.678545606136322
1.9467213114754098,1.6781927347183228
2.0491803278688527,1.6781903743743896
2.151639344262295,1.6781494617462158
2.2540983606557377,1.6781187772750854
2.3565573770491803,1.6781388401985167
2.459016393442623,1.6781380534172057
2.5614754098360657,1.6781486749649046
2.6639344262295084,1.6777403354644775
2.766393442622951,1.678040099143982
2.8688524590163933,1.6785341978073118
2.971311475409836,1.6781750321388245
3.0737704918032787,1.6781616568565367
3.1762295081967213,1.6781168103218078
3.278688524590164,1.67810343503952
3.3811475409836067,1.6781061887741089
3.4836065573770494,1.678102648258209
3.586065573770492,1.6781030416488647
3.6885245901639347,1.677698242664337
3.790983606557377,1.6780027270317077
3.8934426229508197,1.678547966480255
3.9959016393442623,1.6781758189201355
4.0983606557377055,1.6781821131706236
4.200819672131147,1.6781738519668579
4.30327868852459,1.6781699180603027
4.405737704918033,1.6781691312789917
4.508196721311475,1.6781718850135803
4.610655737704918,1.678196668624878
4.713114754098361,1.6778473377227783
4.815573770491803,1.6781447410583494
4.918032786885246,1.6786486744880675
5.020491803278689,1.6782875418663024
5.122950819672131,1.6782847881317138
5.225409836065574,1.6782525300979614
5.327868852459017,1.6782312870025633
5.430327868852459,1.6782206654548644
5.532786885245902,1.6782033562660217
5.635245901639345,1.678156542778015
5.737704918032787,1.6777851819992065
5.840163934426229,1.6780656695365905
5.942622950819672,1.6785310506820679
6.045081967213115,1.6781817197799682
6.147540983606557,1.6781817197799682
6.25,1.6781195640563964
6.352459016393443,1.6780605554580688
6.454918032786885,1.678029477596283
6.557377049180328,1.6780263304710388
6.659836065573771,1.6779846310615538
6.762295081967213,1.6775625228881834
6.864754098360656,1.6778571724891662
6.967213114754099,1.6783803820610046
7.0696721311475414,1.6780062675476073
7.172131147540984,1.678019642829895
7.274590163934427,1.6779932856559752
7.3770491803278695,1.6780054807662963
7.479508196721311,1.6780298709869383
7.581967213114754,1.6780133485794066
7.684426229508197,1.6780334115028381
7.786885245901639,1.6776655912399292
7.889344262295082,1.6779602408409118
7.991803278688525,1.678479516506195
8.094262295081968,1.6780975341796873
8.196721311475411,1.6780912399291992
8.299180327868852,1.6780841588973998
8.401639344262295,1.6780908465385436
8.504098360655737,1.6780707836151123
8.60655737704918,1.6780703902244567
8.709016393442623,1.6780534744262694
8.811475409836065,1.6776754260063171
8.913934426229508,1.677976369857788
9.01639344262295,1.6784964323043823
9.118852459016393,1.678135299682617
9.221311475409836,1.6781518220901488
9.323770491803279,1.6781356930732727
9.426229508196721,1.6781270384788511
9.528688524590164,1.6781120896339417
9.631147540983607,1.678096354007721
9.73360655737705,1.6781144499778746
9.836065573770492,1.677728533744812
9.938524590163935,1.6780231833457946
10.040983606557377,1.6785263299942015
10.14344262295082,1.6781683444976805
10.245901639344263,1.6781789660453796
10.348360655737705,1.6781659841537475
10.450819672131148,1.678120744228363
10.55327868852459,1.678144347667694
10.655737704918034,1.6781384468078613
10.758196721311476,1.6781156301498412
10.860655737704919,1.6777383685112
10.963114754098362,1.6780479669570922
11.065573770491804,1.6785279035568237
11.168032786885247,1.6781659841537475
11.27049180327869,1.6781931281089781
11.372950819672132,1.6781813263893126
11.475409836065573,1.6781860470771788
11.577868852459016,1.6781758189201355
11.680327868852459,1.6781734585762023
11.782786885245901,1.6781718850135803
11.885245901639344,1.6777682662010192
11.987704918032787,1.67807275056839
12.09016393442623,1.6785975337028503
12.192622950819672,1.678212010860443
12.295081967213115,1.6782131910324096
12.397540983606557,1.6781608700752257
12.5,1.678123104572296
12.602459016393443,1.6781227111816406
12.704918032786885,1.678112483024597
12.807377049180328,1.6781046152114867
12.90983606557377,1.6776675581932068
13.012295081967213,1.677952766418457
13.114754098360656,1.6784504055976868
13.217213114754099,1.6780578017234802
13.319672131147541,1.6780613422393797
13.422131147540984,1.6780377388000487
13.524590163934427,1.678020429611206
13.62704918032787,1.6780369520187377
13.729508196721312,1.6780436396598815
13.831967213114755,1.6780511140823364
13.934426229508198,1.677673065662384
14.03688524590164,1.6779987931251525
14.139344262295083,1.6785389184951782
14.241803278688526,1.6781612634658813
14.344262295081968,1.6781766057014464
14.446721311475411,1.6781384468078613
14.549180327868854,1.6781266450881958
14.651639344262296,1.6781864404678344
14.754098360655739,1.6782198786735534
14.85655737704918,1.6782277464866637
14.959016393442623,1.67786386013031
15.061475409836065,1.67818683385849
15.163934426229508,1.6787025690078734
15.26639344262295,1.678336715698242
15.368852459016393,1.6783689737319945
15.471311475409836,1.6783072113990782
15.573770491803279,1.6782733798027039
15.676229508196721,1.6782662987709045
15.778688524590164,1.678254497051239
15.881147540983607,1.678263545036316
15.98360655737705,1.6778414368629455
16.086065573770494,1.6781400203704833
16.188524590163937,1.678623104095459
16.29098360655738,1.6782442688941954
16.393442622950822,1.6782623648643493
16.49590163934426,1.6782183051109314
16.598360655737704,1.6782017827033995
16.700819672131146,1.6782186985015868
16.80327868852459,1.678212010860443
16.90573770491803,1.6781954884529113
17.008196721311474,1.6777993440628052
17.110655737704917,1.6780853390693664
17.21311475409836,1.6785912394523619
17.315573770491802,1.6782273530960081
17.418032786885245,1.6782190918922424
17.520491803278688,1.678164803981781
17.62295081967213,1.678163230419159
17.725409836065573,1.6781714916229247
17.827868852459016,1.678153395652771
17.93032786885246,1.6781455278396606
18.0327868852459,1.677774167060852
18.135245901639344,1.6780664563179015
18.237704918032787,1.6785817980766295
18.34016393442623,1.6782057166099547
18.442622950819672,1.678199815750122
18.545081967213115,1.6781809329986572
18.647540983606557,1.6781754255294798
18.75,1.6781380534172057
18.852459016393443,1.6781246781349182
18.954918032786885,1.6781447410583494
19.057377049180328,1.677762758731842
19.15983606557377,1.6780452132225037
19.262295081967213,1.6785703897476196
19.364754098360656,1.678201389312744
19.4672131147541,1.6781950950622557
19.56967213114754,1.678132152557373
19.672131147540984,1.6781038284301757
19.774590163934427,1.6780904531478882
19.87704918032787,1.6780814051628112
19.979508196721312,1.67806921005249
20.081967213114755,1.6776935219764708
20.184426229508198,1.677978730201721
20.28688524590164,1.6785133481025696
20.389344262295083,1.6781412005424499
20.491803278688526,1.6781388401985167
20.59426229508197,1.6781136631965636
20.69672131147541,1.6781120896339417
20.799180327868854,1.678130578994751
20.901639344262296,1.6781404137611389
21.00409836065574,1.6781412005424499
21.10655737704918,1.6777753472328185
21.209016393442624,1.6780806183815002
21.311475409836067,1.6786227107048033
21.41393442622951,1.6782666921615599
21.516393442622952,1.6782926559448241
21.618852459016395,1.6782733798027039
21.721311475409838,1.6782513499259948
21.82377049180328,1.678245449066162
21.926229508196723,1.6782525300979614
22.028688524590166,1.6782367944717407
22.13114754098361,1.6778103590011595
22.23360655737705,1.6780951738357544
22.336065573770494,1.6785987138748169
22.438524590163937,1.6781947016716003
22.54098360655738,1.6781781792640684
22.643442622950822,1.6781317591667175
22.745901639344265,1.6781349062919615
22.848360655737707,1.6781419873237609
22.950819672131146,1.6781057953834533
23.05327868852459,1.6780373454093933
23.15573770491803,1.6776392340660093
23.258196721311474,1.6779059529304503
23.360655737704917,1.6783866763114927
23.46311475409836,1.6780039072036743
23.565573770491802,1.6780027270317077
23.668032786885245,1.6779567003250122
23.770491803278688,1.6779574871063232
23.87295081967213,1.6779818773269652
23.975409836065573,1.678011381626129
24.077868852459016,1.678020429611206
24.18032786885246,1.677621531486511
24.2827868852459,1.6779012322425841
24.385245901639344,1.678455126285553
24.487704918032787,1.6781042218208313
24.59016393442623,1.6781050086021423
24.692622950819672,1.6780672430992125
24.795081967213115,1.6780420660972595
24.897540983606557,1.6780778646469114
25.0,1.6781038284301757
